publicationID,title,emageID,author
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26173,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26174,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26175,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26183,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26184,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:7875377,undulated phenotypes suggest a role of Pax-1 for the development of vertebral and extravertebral structures.,3529,"Dietrich S, Gruss P"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26179,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26180,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26181,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26182,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26189,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26190,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26185,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26186,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26187,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
PMID:20059953,A Systems Approach Reveals that the Myogenesis Genome Network Is Regulated by the Transcriptional Repressor RP58,26188,"Shigetoshi Yokoyama, Yoshiaki Ito, Hiroe Ueno-Kudoh, Hirohito Shimizu, Kenta Uchibe, Sonia Albini, Kazuhiko Mitsuoka, Shigeru Miyaki, Minako Kiso, Akane Nagai, Tomohiro Hikata, Tadahiro Osada, Noritsugu Fukuda, Satoshi Yamashita, Daisuke Harada, Valeria Mezzano, Masataka Kasai, Pier Lorenzo Puri, Yoshihide Hayashizaki, Haruo Okado, Megumi Hashimoto, Hiroshi Asahara"
