id,name,accession
1745,Agfg2,MGI:2443267
1746,Rxrg,MGI:98216
1747,Chchd10,MGI:2143558
1748,Dynlrb2,MGI:1922715
1749,Cds1,MGI:1921846
1750,Ephx1,MGI:95405
1751,Hkdc1,MGI:2384910
1752,Ogn,MGI:109278
1753,Naaa,MGI:1914361
1754,Wnt7b,MGI:98962
1755,Olig3,MGI:2149955
1756,Arsg,MGI:1921258
1757,Pacrg,MGI:1916560
1758,Oca2,MGI:97454
1759,Sgk3,MGI:2182368
1760,Wdr16,MGI:1919110
1761,Gpi1,MGI:95797
1762,Tfap2e,MGI:2679630
1763,Slc10a3,MGI:95048
1764,Arhgap24,MGI:1922647
1765,Vill,MGI:1201781
1766,Mapk15,MGI:2652894
1767,Kirrel2,MGI:2442334
1768,Rsph1,MGI:1194909
1769,Mxra8,MGI:1922011
1770,Pih1d2,MGI:1919864
1771,Tmem9,MGI:1913491
1772,Stim1,MGI:107476
1773,Plbd1,MGI:1914107
1774,Rsph9,MGI:1922814
1775,Car2,MGI:88269
1776,Tmem107,MGI:1914160
1777,Cflar,MGI:1336166
1778,Vnn1,MGI:108395
1779,Slco1a6,MGI:1351906
1780,Ttc12,MGI:2444588
1781,Ugt1a6b,MGI:3580629
1782,Acad8,MGI:1914198
1783,Sostdc1,MGI:1913292
1784,Iqcg,MGI:1916957
1785,Ttc29,MGI:1920551
1786,Ccdc65,MGI:2146001
1787,Oscp1,MGI:1916308
1788,Ugt1a10,MGI:3580642
1789,Tinagl1,MGI:2137617
1790,Perp,MGI:1929938
1791,Elovl7,MGI:1921809
1792,Slc38a7,MGI:2679005
1793,Stxbp2,MGI:107370
1794,Ppp1r42,MGI:1921138
1795,Fabp3,MGI:95476
1796,Pla2g4a,MGI:1195256
1797,Tmem108,MGI:1932411
1798,Abhd2,MGI:1914344
1799,Rbm47,MGI:2384294
1800,Cetn2,MGI:1347085
1801,Adck4,MGI:1924139
1802,Sgms1,MGI:2444110
1803,Dcdc2a,MGI:2652818
1804,Vat1l,MGI:2142534
1805,Msrb3,MGI:2443538
1806,Dcun1d5,MGI:1924113
1807,Cenpo,MGI:1923800
1808,Spire2,MGI:2446256
1809,D15Ertd621e,MGI:1277178
1810,Dpyd,MGI:2139667
1811,Lrrc42,MGI:1925059
1812,Tenc1,MGI:2387586
1813,S100a9,MGI:1338947
1814,Kif4,MGI:108389
1815,Mcfd2,MGI:2183439
1816,Prrc1,MGI:1916106
1817,Sc4mol,MGI:1913484
1818,Nav1,MGI:2183683
1819,Fam136a,MGI:1913738
1820,Abhd3,MGI:2147183
1821,BC060267,MGI:2681834
1822,Marveld3,MGI:1920858
1823,Calml4,MGI:1922850
1824,Pphln1,MGI:1917029
1825,Sec11a,MGI:1929464
1826,P4ha2,MGI:894286
1827,Myo19,MGI:1913446
1828,Slc16a1,MGI:106013
1829,Scyl1,MGI:1931787
1830,Plekha2,MGI:1928144
1831,Acp5,MGI:87883
1832,Pard6g,MGI:2135606
1833,Os9,MGI:1924301
1834,Col13a1,MGI:1277201
1835,Mmd,MGI:1914718
1836,Akirin1,MGI:1915300
1837,Cdh2,MGI:88355
1838,1190005I06Rik,MGI:1916168
1839,Itga10,MGI:2153482
1840,Wwp2,MGI:1914144
1841,Cytl1,MGI:2684993
1842,Lmbrd2,MGI:2444173
1843,Col20a1,MGI:1920618
1844,Mir434,MGI:3619405
1845,Klf2,MGI:1342772
1846,Mir300,MGI:3619323
1847,BC031353,MGI:2387648
1848,Ssr4,MGI:1099464
1849,Ifngr1,MGI:107655
1850,Hprt,MGI:96217
1851,Elmo3,MGI:2679007
1852,Fam101a,MGI:1920371
1853,Mfge8,MGI:102768
1854,Mir331,MGI:3619347
1855,A530013C23Rik,MGI:3041178
1856,Mir320,MGI:3619332
1857,Mir700,MGI:3629655
1858,Mir689-2,MGI:3629928
1859,Mir689-1,MGI:3629598
1860,Mir501,MGI:3629949
1861,Mir697,MGI:3629652
1862,Mir326,MGI:3619338
1863,Mir493,MGI:3718542
1864,Mir505,MGI:3629955
1865,Mir503,MGI:3619428
1866,Mir509,MGI:3718545
1867,mmu-miR-465c-5p,mmu-miR-465c-5p
1868,Mir504,MGI:3718543
1869,Suz12,MGI:1261758
1870,1500011K16Rik,MGI:1915135
1871,Rnf144b,MGI:2384986
1872,Aldh1a3,MGI:1861722
1873,Pdgfrl,MGI:1916047
1874,Deb1,MGI:1349474
1875,Aprt,MGI:88061
1876,Ostc,MGI:1913607
1877,Plk4,MGI:101783
1878,Hpse,MGI:1343124
1879,Tmc1,MGI:2151016
1880,Cd40lg,MGI:88337
1881,Tnfsf9,MGI:1101058
1882,Tnfsf12,MGI:1196259
1883,Cd70,MGI:1195273
1884,Tsga10ip,MGI:1925556
1885,Ttc16,MGI:2443048
1886,Gm10232,MGI:3641637
1887,U2af1,MGI:98884
1888,Upk2,MGI:98913
1889,Fam163b,MGI:1926106
1890,Tyrp1,MGI:98881
1891,Mvk,MGI:107624
1892,Mdfi,MGI:107687
1893,Ehd4,MGI:1919619
1894,Adrm1,MGI:1929289
1895,Tnfaip1,MGI:104961
1896,Il17rc,MGI:2159336
1897,Fcgrt,MGI:103017
1898,Pcolce2,MGI:1923727
1899,Gmds,MGI:1891112
1900,Fbln7,MGI:1917620
1901,Anxa3,MGI:1201378
1902,Papss2,MGI:1330223
1903,Tgm2,MGI:98731
1904,Gm22,MGI:2684868
1905,Atp6v0a2,MGI:104855
1906,Tnfsf4,MGI:104511
1907,Atp13a5,MGI:2444068
1908,C77370,MGI:2148050
1909,Cadps2,MGI:2443963
1910,Vtn,MGI:98940
1911,Cops7b,MGI:1349388
1912,Rit1,MGI:108053
1913,Ramp1,MGI:1858418
1914,Stmn3,MGI:1277137
1915,Zfp932,MGI:1916754
1916,Cd36,MGI:107899
1917,Tmsb15l,MGI:3026988
1918,Ifi205,MGI:101847
1919,Ccl27a,MGI:1343459
1920,Gm13306,MGI:3713752
1921,BC049730,MGI:2681843
1922,Cd59a,MGI:109177
1923,Ebi3,MGI:1354171
1924,Itpr3,MGI:96624
1925,Hs3st1,MGI:1201606
1926,Fzr1,MGI:1926790
1927,Arhgap27,MGI:1916903
1928,Pop4,MGI:1913411
1929,Crygd,MGI:88524
1930,Gucy1a3,MGI:1926562
1931,Unc5a,MGI:894682
1932,Cd248,MGI:1917695
1933,Bhlhb9,MGI:1917487
1934,Noa1,MGI:1914306
1935,2310057M21Rik,MGI:1915527
1936,Shc2,MGI:106180
1937,H2-T22,MGI:95956
1938,Haus4,MGI:1261794
1939,Bcl9l,MGI:1933114
1940,Zc3h18,MGI:1923264
1941,March2,MGI:1925915
1942,Acot6,MGI:1921287
1943,Unc5cl,MGI:1923839
1944,Gaa,MGI:95609
1945,Copb1,MGI:1917599
1946,Dnajc18,MGI:1923844
1947,Pik3c3,MGI:2445019
1948,Mospd2,MGI:1924013
1949,Dcbld1,MGI:1913936
1950,Pop5,MGI:2151221
1951,Cul7,MGI:1913765
1952,Pde1b,MGI:97523
1953,Kif5a,MGI:109564
1954,Cyfip2,MGI:1924134
1955,Stk36,MGI:1920831
1956,Pcdhga12,MGI:1935229
1957,Mettl22,MGI:2384301
1958,Ubxn10,MGI:2443123
1959,Cit,MGI:105313
1960,Klk7,MGI:1346336
1961,Zcchc6,MGI:2387179
1962,Caly,MGI:1915816
1963,1110017D15Rik,MGI:1920971
1964,Brpf3,MGI:2146836
1965,Apitd1,MGI:1917178
1966,Tcam1,MGI:1923120
1967,Rgs7,MGI:1346089
1968,Actrt2,MGI:1920603
1969,Rg9mtd2,MGI:1920421
1970,Pcdhb10,MGI:2136745
1971,Emp3,MGI:1098729
1972,Mir721,MGI:3624349
1973,Mir804,MGI:3709842
1974,Mir770,MGI:3691606
1975,Mir93,MGI:3619439
1976,Mir763,MGI:3691611
1977,Mir350,MGI:3619366
1978,Mir34c,MGI:3619365
1979,Mir34b,MGI:3619364
1980,Fam174b,MGI:3698178
1981,Sult1c2,MGI:1916333
1982,Ndufv2,MGI:1920150
1983,Plekhb1,MGI:1351469
1984,Plcg2,MGI:97616
1985,Mapk8ip2,MGI:1926555
1986,Mical3,MGI:2442733
1987,Erp44,MGI:1923549
1988,1810055G02Rik,MGI:1919306
1989,Iars,MGI:2145219
1990,Sdc2,MGI:1349165
1991,Srpx2,MGI:1916042
1992,Serp1,MGI:92638
1993,Mthfd1l,MGI:1924836
1994,Gale,MGI:1921496
1995,Tob2,MGI:1888525
1996,Erp29,MGI:1914647
1997,Apba2,MGI:1261791
1998,Dad1,MGI:101912
1999,Gpa33,MGI:1891703
2000,Lars,MGI:1913808
2001,Nans,MGI:2149820
2002,Peli2,MGI:1891445
2003,Ptgfr,MGI:97796
2004,Guca2a,MGI:102738
2005,Wrnip1,MGI:1926153
2006,Aqp1,MGI:103201
2007,Timp1,MGI:98752
2008,Mir375,MGI:3619376
2009,Mir29b-1,MGI:2676905
2010,Mir29b-2,MGI:3619047
2011,Mir29c,MGI:2676906
2012,Apod,MGI:88056
2013,Col27a1,MGI:2672118
2014,Alpl,MGI:87983
2015,Fbxo4,MGI:2146220
2016,Mir291b,MGI:3718464
2017,Mir291a,MGI:3711324
2018,Mir615,MGI:3629927
2019,Mir668,MGI:3629905
2020,Mir671,MGI:3629656
2021,Mir292,MGI:3711325
2022,Mir218-2,MGI:3618752
2023,Mir218-1,MGI:3618751
2024,Lrrcc1,MGI:1918960
2025,Ppp2r2b,MGI:1920180
2026,Furin,MGI:97513
2027,Sgms2,MGI:1921692
2028,Aldoart2,MGI:1931052
2029,Pla2g2e,MGI:1349660
2030,Atp6v0e,MGI:1328318
2031,Acpl2,MGI:2442444
2032,D4Bwg0951e,MGI:106510
2033,Gadd45b,MGI:107776
2034,Yipf5,MGI:1914430
2035,Fkbp7,MGI:1336879
2036,Fam114a1,MGI:1915553
2037,Matn1,MGI:106591
2038,Tmc5,MGI:1921674
2039,Cdkl4,MGI:3587025
2040,Scn5a,MGI:98251
2041,Zc3h7a,MGI:2445044
2042,Grem1,MGI:1344337
2043,Rab11fip4,MGI:2442920
2044,Herc3,MGI:1921248
2045,Ppl,MGI:1194898
2046,Oas1a,MGI:2180860
2047,Krt27,MGI:1339999
2048,Zcchc3,MGI:1915167
2049,Ccdc36,MGI:3612242
2050,Eda,MGI:1195272
2051,Cga,MGI:88390
2052,Lhx3,MGI:102673
2053,Acvr1,MGI:87911
2054,Plag1,MGI:1891916
2055,Apc2,MGI:1346052
2056,Smagp,MGI:2448476
2057,Tgfb1,MGI:98725
2058,Tbcc,MGI:1919976
2059,Matn3,MGI:1328350
2060,Grm4,MGI:1351341
2061,Ptprm,MGI:102694
2062,Bmp2,MGI:88177
2063,Tmeff2,MGI:1861735
2064,Atp6v1e1,MGI:894326
2065,Tubb6,MGI:1915201
2066,Fam164a,MGI:1914556
2067,Lmtk3,MGI:3039582
2068,Fdft1,MGI:102706
2069,Pxdn,MGI:1916925
2070,Prkcd,MGI:97598
2071,Prpf18,MGI:1914479
2072,Akr1b8,MGI:107673
2073,Faah,MGI:109609
2074,Plekha5,MGI:1923802
2075,Tspan17,MGI:1921507
2076,Slc16a7,MGI:1330284
2077,Ap3m2,MGI:1929214
2078,Arl5a,MGI:1922673
2079,Atp6v1c1,MGI:1913585
2080,Tmem14c,MGI:1913404
2081,Nefm,MGI:97314
2082,Marcks,MGI:96907
2083,Arhgef25,MGI:1277173
2084,Fam89a,MGI:1916877
2085,Aif1l,MGI:1919598
2086,Slc35e1,MGI:2142403
2087,Lats1,MGI:1333883
2088,Pigs,MGI:2687325
2089,Hjurp,MGI:2685821
2090,Lrrn3,MGI:106036
2091,Pou4f1,MGI:102525
2092,Crkl,MGI:104686
2093,Zdhhc2,MGI:1923452
2094,0610012G03Rik,MGI:1913301
2095,Dnajb5,MGI:1930018
2096,Tubb3,MGI:107813
2097,Ankrd13a,MGI:1915670
2098,Sept5,MGI:1195461
2099,Casp3,MGI:107739
2100,Lingo1,MGI:1915522
2101,Sncg,MGI:1298397
2102,Crabp2,MGI:88491
2103,Atp1b1,MGI:88108
2104,Ndufa4,MGI:107686
2105,Psmd12,MGI:1914247
2106,Orc5,MGI:1347044
2107,Cdca7l,MGI:2384982
2108,Frk,MGI:103265
2109,Cdk5rap1,MGI:1914221
2110,Parp8,MGI:1098713
2111,Gfap,MGI:95697
2112,Mycbp2,MGI:2179432
2113,Itga4,MGI:96603
2114,Pacsin1,MGI:1345181
2115,Mapk13,MGI:1346864
2116,BC027582,MGI:2670987
2117,Aplp1,MGI:88046
2118,St14,MGI:1338881
2119,Igsf1,MGI:2147913
2120,Igsf9,MGI:2135283
2121,Axin2,MGI:1270862
2122,Rere,MGI:2683486
2123,Erc2,MGI:1098749
2124,Col18a1,MGI:88451
2125,Bglap-rs1,MGI:88155
2126,Cmtm8,MGI:2447167
2127,Kpna1,MGI:103560
2128,Tes,MGI:105081
2129,Fdps,MGI:104888
2130,BC052040,MGI:3026886
2131,Klhl24,MGI:1923035
2132,Taco1,MGI:1917457
2133,Btbd3,MGI:2385155
2134,Rab27b,MGI:1931295
2135,Apbb1ip,MGI:1861354
2136,Cml2,MGI:2136446
2137,Sez6l2,MGI:2385295
2138,Art1,MGI:107511
2139,March1,MGI:1920175
2140,Spice1,MGI:1196252
2141,Pvrl4,MGI:1918990
2142,Cdcp1,MGI:2442010
2143,Scg3,MGI:103032
2144,Acsl5,MGI:1919129
2145,Acsl4,MGI:1354713
2146,Me1,MGI:97043
2147,Fads1,MGI:1923517
2148,A530020G20Rik,MGI:2442825
2149,Slc25a39,MGI:1196386
2150,Snrpa1,MGI:1916231
2151,Acadsb,MGI:1914135
2152,Pde8b,MGI:2443999
2153,AU040320,MGI:2140475
2154,Gramd1c,MGI:2443024
2155,Asna1,MGI:1928379
2156,Phf6,MGI:1918248
2157,Bcar3,MGI:1352501
2158,Scarb1,MGI:893578
2159,Mapkapk3,MGI:2143163
2160,Prdx3,MGI:88034
2161,Tceb1,MGI:1915173
2162,Tmem35,MGI:1914814
2163,Clec1a,MGI:2444151
2164,Kcnj14,MGI:2384820
2165,Mgst1,MGI:1913850
2166,Serpinb6b,MGI:894688
2167,Cpt1a,MGI:1098296
2168,Pitrm1,MGI:1916867
2169,Immt,MGI:1923864
2170,Pbk,MGI:1289156
2171,Clca2,MGI:1931471
2172,Insr,MGI:96575
2173,Lpin3,MGI:1891342
2174,Exoc3l,MGI:3041195
2175,Map1lc3a,MGI:1915661
2176,4930486L24Rik,MGI:1922258
2177,Wasf3,MGI:2658986
2178,Fam110c,MGI:1918813
2179,Gem,MGI:99844
2180,Fam82a1,MGI:2147043
2181,Dbr1,MGI:1931520
2182,Slc23a2,MGI:1859682
2183,Ccdc93,MGI:1918079
2184,Hoxd8,MGI:96209
2185,Dmrt3,MGI:2449470
2186,Pappa2,MGI:3051647
2187,Mnda,MGI:3041120
2188,A830049F12Rik,MGI:2442971
2189,Mybl1,MGI:99925
2190,Gpr133,MGI:3041203
2191,Mrps27,MGI:1919064
2192,Vgll1,MGI:2655768
2193,Ren1,MGI:97898
2194,Ren2,MGI:97899
2195,Fam195a,MGI:1915491
2196,Fam198b,MGI:1915909
2197,Ly6d,MGI:96881
2198,1110008F13Rik,MGI:1914638
2199,Galnt7,MGI:1349449
2200,Tom1l1,MGI:1919193
2201,Rgs4,MGI:108409
2202,Akap2,MGI:1306795
2203,Filip1,MGI:1917848
2204,Ckb,MGI:88407
2205,Idi1,MGI:2442264
2206,Grpel1,MGI:1334417
2207,3110002H16Rik,MGI:1916528
2208,Cyp51,MGI:106040
2209,Ly6e,MGI:106651
2210,Rnf217,MGI:3610311
2211,Iqgap2,MGI:2449975
2212,Ccz1,MGI:2141070
2213,Slc45a3,MGI:1922082
2214,Pcx,MGI:97520
2215,Ehd3,MGI:1928900
2216,Il7r,MGI:96562
2217,Akr1b7,MGI:101918
2218,Hsd3b3,MGI:96235
2219,BC067068,MGI:3041259
2220,Dock10,MGI:2146320
2221,Rapgef4,MGI:1917723
2222,Hadh,MGI:96009
2223,Brp44l,MGI:1915240
2224,Slc4a8,MGI:1928745
2225,Got1,MGI:95791
2226,Slc18a1,MGI:106684
2227,9430023L20Rik,MGI:1915368
2228,Etnk1,MGI:1922570
2229,Ldlr,MGI:96765
2230,Hap1,MGI:1261831
2231,Sytl4,MGI:1351606
2232,Pgd,MGI:97553
2233,Timm50,MGI:1913775
2234,Ap3b2,MGI:1100869
2235,Rnaset2b,MGI:3702087
2236,Rnaset2a,MGI:1915445
2237,A2m,MGI:2449119
2238,Mc2r,MGI:96928
2239,Dhcr24,MGI:1922004
2240,Agtr1a,MGI:87964
2241,Art5,MGI:107948
2242,Slc16a3,MGI:1933438
2243,Syt1,MGI:99667
2244,Zcchc18,MGI:1914245
2245,Nefl,MGI:97313
2246,Tesc,MGI:1930803
2247,Dlg1,MGI:107231
2248,Mrap,MGI:1924287
2249,Insm1,MGI:1859980
2250,Efhd1,MGI:1921607
2251,Dnajc15,MGI:1913398
2252,Prlr,MGI:97763
2253,Ppp1r8,MGI:2140494
2254,Rnf181,MGI:1913760
2255,Echs1,MGI:2136460
2256,Aldh1l1,MGI:1340024
2257,Slc7a1,MGI:88117
2258,Scd3,MGI:1353437
2259,Ahcyl2,MGI:1921590
2260,Adrbk2,MGI:87941
2261,Npr1,MGI:97371
2262,Pcsk6,MGI:102897
2263,4930583H14Rik,MGI:1914999
2264,Ptp4a1,MGI:1277096
2265,Serpinb6a,MGI:103123
2266,Rgs2,MGI:1098271
2267,Cyb5b,MGI:1913677
2268,Trim25,MGI:102749
2269,Fastkd2,MGI:1922869
2270,Slc38a2,MGI:1915010
2271,Epb4.1l1,MGI:103010
2272,Maoa,MGI:96915
2273,Ube2e1,MGI:107411
2274,Stx17,MGI:1914977
2275,Klhdc8a,MGI:2442630
2276,Car13,MGI:1931322
2277,Dact1,MGI:1891740
2278,Dhcr7,MGI:1298378
2279,Eps8,MGI:104684
2280,Soat1,MGI:104665
2281,Slc6a2,MGI:1270850
2282,Idh1,MGI:96413
2283,Hspa1a,MGI:96244
2284,1300001I01Rik,MGI:1921398
2285,2610015P09Rik,MGI:1922661
2286,Il33,MGI:1924375
2287,Trank1,MGI:1341834
2288,Itga6,MGI:96605
2289,Gm2a,MGI:95762
2290,Arap1,MGI:1916960
2291,Cxcr7,MGI:109562
2292,Cyp17a1,MGI:88586
2293,Tacr3,MGI:892968
2294,Efnb1,MGI:102708
2295,Srxn1,MGI:104971
2296,Fhod3,MGI:1925847
2297,Slc25a30,MGI:1914804
2298,Por,MGI:97744
2299,Dcaf4,MGI:1921078
2300,Ism1,MGI:2442963
2301,Cfh,MGI:88385
2302,Ppp1r3b,MGI:2177268
2303,Sned1,MGI:3045960
2304,Bub1b,MGI:1333889
2305,Phlda1,MGI:1096880
2306,Itga2,MGI:96600
2307,Lrrn2,MGI:106037
2308,2610507B11Rik,MGI:1919753
2309,Frmd5,MGI:2442557
2310,Ctnna2,MGI:88275
2311,Prune2,MGI:1925004
2312,Rora,MGI:104661
2313,Rundc3a,MGI:1858752
2314,Ide,MGI:96412
2315,Lyrm5,MGI:1914886
2316,Cebpb,MGI:88373
2317,Pcgf1,MGI:1917087
2318,Aifm2,MGI:1918611
2319,Xdh,MGI:98973
2320,Hsd3b5,MGI:104645
2321,Cpt1c,MGI:2446526
2322,Avpi1,MGI:1916784
2323,Gucy1b3,MGI:1860604
2324,Star,MGI:102760
2325,F830045P16Rik,MGI:3045317
2326,Ern1,MGI:1930134
2327,Gda,MGI:95678
2328,Tbc1d7,MGI:1914296
2329,Akr1cl,MGI:1918111
2330,LOC673219,LOC673219
2331,Gramd1b,MGI:1925037
2332,Ghitm,MGI:1913342
2333,Serinc3,MGI:1349457
2334,Hsd3b6,MGI:109598
2335,Adcyap1r1,MGI:108449
2336,Pnmt,MGI:97724
2337,Hao2,MGI:96012
2338,Abtb2,MGI:2139365
2339,Dcps,MGI:1916555
2340,Alas1,MGI:87989
2341,Cmbl,MGI:1916824
2342,Ttc39c,MGI:1919997
2343,Tnfrsf12a,MGI:1351484
2344,Rnf180,MGI:1919066
2345,Lpcat3,MGI:1315211
2346,Acly,MGI:103251
2347,Zdhhc24,MGI:1917855
2348,Dlk1,MGI:94900
2349,Krt18,MGI:96692
2350,Smtn,MGI:1354727
2351,Pcdhga9,MGI:1935226
2352,Tfb2m,MGI:107937
2353,Il11ra2,MGI:109123
2354,Il11ra1,MGI:107426
2355,Rhobtb3,MGI:1920546
2356,Fstl1,MGI:102793
2357,Gpx8,MGI:1916840
2358,Gng10,MGI:1336169
2359,Nxn,MGI:109331
2360,Emid2,MGI:2155345
2361,2810030E01Rik,MGI:1919918
2362,Unc45a,MGI:2142246
2363,Rhoj,MGI:1931551
2364,Anxa5,MGI:106008
2365,Rcn1,MGI:104559
2366,Myh10,MGI:1930780
2367,Islr,MGI:1349645
2368,Hsd3b1,MGI:96233
2369,Lynx1,MGI:1345180
2370,Pam,MGI:97475
2371,Acox1,MGI:1330812
2372,Celf3,MGI:1926034
2373,Appl2,MGI:2384914
2374,Col1a2,MGI:88468
2375,Mettl8,MGI:2385142
2376,Strn4,MGI:2142346
2377,Ppm1f,MGI:1918464
2378,Col3a1,MGI:88453
2379,Atxn7,MGI:2179277
2380,Phactr2,MGI:2446138
2381,Cnn3,MGI:1919244
2382,Rasip1,MGI:1917153
2383,Nedd4,MGI:97297
2384,Spnb4,MGI:1890574
2385,Pycard,MGI:1931465
2386,Foxf1a,MGI:1347470
2387,T,MGI:98472
2388,1600029D21Rik,MGI:1923759
2389,Gpx7,MGI:1914555
2390,Ctdsp2,MGI:1098748
2391,Tsnax,MGI:1855672
2392,Sar1a,MGI:98230
2393,Wnt2,MGI:98954
2394,Kdr,MGI:96683
2395,Vcam1,MGI:98926
2396,Foxa1,MGI:1347472
2397,Gbx1,MGI:95667
2398,Fst,MGI:95586
2399,Gja1,MGI:95713
2400,Wnt2b,MGI:1261834
2401,Nod1,MGI:1341839
2402,Acaa1b,MGI:3605455
2403,Afp,MGI:87951
2404,Tmprss4,MGI:2384877
2405,Acsl1,MGI:102797
2406,Ugt2b34,MGI:2140962
2407,Liph,MGI:2388029
2408,Pcsk9,MGI:2140260
2409,Ttc22,MGI:3045307
2410,Nop14,MGI:1922666
2411,Dsp,MGI:109611
2412,Fap,MGI:109608
2413,Tnnt3,MGI:109550
2414,Htra1,MGI:1929076
2415,Zfp663,MGI:2685854
2416,Zcchc12,MGI:1919943
2417,Fibin,MGI:1914856
2418,Alb,MGI:87991
2419,Wbscr17,MGI:2137594
2420,Epha3,MGI:99612
2421,Adhfe1,MGI:1923437
2422,Dpt,MGI:1928392
2423,Ntn1,MGI:105088
2424,Pitx2,MGI:109340
2425,S1pr1,MGI:1096355
2426,Slc2a1,MGI:95755
2427,Ephb4,MGI:104757
2428,Eif2b1,MGI:2384802
2429,Pnp,MGI:97365
2430,Fam83a,MGI:2447773
2431,Psapl1,MGI:1924193
2432,Uqcrh,MGI:1913826
2433,Krt6a,MGI:1100845
2434,Abhd14b,MGI:1923741
2435,Entpd3,MGI:1321386
2436,Sprr1a,MGI:106660
2437,Exo1,MGI:1349427
2438,Gyltl1b,MGI:2443769
2439,Ntf3,MGI:97380
2440,Kcnmb4,MGI:1913272
2441,Trim2,MGI:1933163
2442,Ltbp2,MGI:99502
2443,Ecm2,MGI:3039578
2444,Ccbl1,MGI:1917516
2445,Wscd1,MGI:2448493
2446,Ppm1l,MGI:2139740
2447,Ankrd35,MGI:2442590
2448,Serinc5,MGI:2444223
2449,Grb7,MGI:102683
2450,Hopx,MGI:1916782
2451,Sbsn,MGI:2446326
2452,Cd200,MGI:1196990
2453,Cyp2f2,MGI:88608
2454,Epb4.1l4a,MGI:103007
2455,Ndrg2,MGI:1352498
2456,Edaradd,MGI:1931001
2457,Trim29,MGI:1919419
2458,Parm1,MGI:2443349
2459,Epcam,MGI:106653
2460,Rab38,MGI:1919683
2461,Fezf1,MGI:1920441
2462,Tmem132c,MGI:2443061
2463,Snx31,MGI:1913946
2464,Aox4,MGI:1919122
2465,Asprv1,MGI:1915105
2466,Mov10,MGI:97054
2467,Tnfrsf21,MGI:2151075
2468,Glb1l2,MGI:2388283
2469,Atp8a1,MGI:1330848
2470,Krt19,MGI:96693
2471,Lpl,MGI:96820
2472,Pdzk1ip1,MGI:1914432
2473,Dll1,MGI:104659
2474,Nuak2,MGI:1921387
2475,Gltp,MGI:1929253
2476,Adam10,MGI:109548
2477,Krt80,MGI:1921377
2478,Far2,MGI:2687035
2479,Them5,MGI:1913448
2480,3110043O21Rik,MGI:1920455
2481,Lipm,MGI:1926003
2482,Arf4,MGI:99433
2483,Serpinb5,MGI:109579
2484,2900026A02Rik,MGI:1920194
2485,Cxxc4,MGI:2442112
2486,Tmtc2,MGI:1914057
2487,Vav3,MGI:1888518
2488,Gclc,MGI:104990
2489,Ier3ip1,MGI:1913441
2490,Tmem184a,MGI:2385897
2491,Dsg2,MGI:1196466
2492,Actl6a,MGI:1861453
2493,Jup,MGI:96650
2494,Tpd52,MGI:107749
2495,Emp2,MGI:1098726
2496,Plekha1,MGI:2442213
2497,Nckap5,MGI:2686394
2498,Pfkp,MGI:1891833
2499,Bnip3,MGI:109326
2500,Pdcd4,MGI:107490
2501,Hpn,MGI:1196620
2502,Ptpn3,MGI:105307
2503,Has3,MGI:109599
2504,4930432K21Rik,MGI:1921916
2505,Ccdc41,MGI:1924298
2506,Ccno,MGI:2145534
2507,Pla2g7,MGI:1351327
2508,Capg,MGI:1098259
2509,Wdpcp,MGI:2144467
2510,Cobl,MGI:105056
2511,Myh14,MGI:1919210
2512,Slc9a3r1,MGI:1349482
2513,Slc6a15,MGI:2143484
2514,Esrp2,MGI:1924661
2515,Cxadr,MGI:1201679
2516,Prom2,MGI:2138997
2517,Hsd17b11,MGI:2149821
2518,Fam81a,MGI:1924136
2519,Smarcd2,MGI:1933621
2520,6720401G13Rik,MGI:2147989
2521,Utrn,MGI:104631
2522,Ncapg,MGI:1930197
2523,Prkci,MGI:99260
2524,Epha7,MGI:95276
2525,Uqcrc2,MGI:1914253
2526,Wisp1,MGI:1197008
2527,Daf2,MGI:104849
2528,Itgb1,MGI:96610
2529,Clca4,MGI:2181989
2530,Nuak1,MGI:1925226
2531,Lmod1,MGI:2135671
2532,Csrp1,MGI:88549
2533,Mir451,MGI:3619412
2534,A130022J15Rik,MGI:2141669
2535,Gfra1,MGI:1100842
2536,Gxylt2,MGI:2682940
2537,Cxcl12,MGI:103556
2538,Cxcl13,MGI:1888499
2539,Synpo,MGI:1099446
2540,Adarb1,MGI:891999
2541,Trim47,MGI:1917374
2542,Tm4sf1,MGI:104678
2543,BC002059,MGI:2384864
2544,Col8a1,MGI:88463
2545,Ramp2,MGI:1859650
2546,Serpine1,MGI:97608
2547,Hmgcs2,MGI:101939
2548,Plekhg3,MGI:2388284
2549,Specc1,MGI:2442356
2550,Rgs5,MGI:1098434
2551,Il13ra1,MGI:105052
2552,Fbln5,MGI:1346091
2553,Eln,MGI:95317
2554,Art4,MGI:1202710
2555,C130070B15Rik,MGI:2444974
2556,Angptl2,MGI:1347002
2557,P4ha3,MGI:2444049
2558,Nrp1,MGI:106206
2559,Kcnc3,MGI:96669
2560,Gnb4,MGI:104581
2561,Kcnj15,MGI:1310000
2562,Gatm,MGI:1914342
2563,Egfr,MGI:95294
2564,Clca1,MGI:1316732
2565,Csrp2,MGI:1202907
2566,Jag1,MGI:1095416
2567,Tgfb3,MGI:98727
2568,Sh3glb2,MGI:2385131
2569,Fam55b,MGI:1925502
2570,Atp6v1b1,MGI:103285
2571,Tcp11l2,MGI:2444679
2572,Glipr2,MGI:1917770
2573,Nrxn1,MGI:1096391
2574,Itgb6,MGI:96615
2575,Mylpf,MGI:97273
